,composition,temperature,VAM,CW,HIP,SPS,A,BCC,FCC,HCP,IM,CTE,compressive ductility,compressive yield stress,d parameter,density,hardness,tensile ductility,tensile yield stress,ultimate compressive strength,ultimate tensile strength,youngs modulus
469,HfTaTiNb,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,847000000.0,,,,,,,,
470,HfTaTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,2647890000.0,,,,,
471,HfTaTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,2745960000.0,,,,,
472,HfTaTiNb,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,10.2,,,,
473,HfTaTiNb,0.09938333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,28.0,,,,
474,HfTaTiNb,0.15766666666666665,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,610000000.0,,,,,,,,
475,HfTaTiNb,0.291,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,473000000.0,,,,,,,,
476,HfTaTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,27.0,1369000000.0,,,,,,,,
477,HfTaTiNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,822000000.0,,,,,,,,
478,HfTaTiNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,778000000.0,,,,,,,,
479,HfTaTiNbMo,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,699000000.0,,,,,,,,
480,HfTaTiNbMo,0.5576666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,367000000.0,,,,,,,,
481,HfTiNbV,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,22.05,,,,
482,HfZrScTi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,21.9,1001000000.0,,,2285031000.0,,,,,
483,HfZrTaNb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.3160000000000003,,,,,,,
484,HfZrTaNb,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,21.6,1315000000.0,,,3579555000.0,,,1800000000.0,,
485,HfZrTaNb,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.925,2095000000.0,,,5416733000.0,,,2080000000.0,,
486,HfZrTaNb,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2.6,,,,
487,HfZrTaNb,0.09938333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,2.5,,,,
488,HfZrTaNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,16.0,1524000000.0,,,,,,,,
489,HfZrTaNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1005000000.0,,,,,,,,
490,HfZrTaNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,927000000.0,,,,,,,,
491,HfZrTaNbMo,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,694000000.0,,,,,,,,
492,HfZrTaNbMo,0.5576666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,278000000.0,,,,,,,,
493,HfZrTaTi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,1500000000.0,,1500000000.0,
494,HfZrTaTi,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.2,,,,
495,HfZrTaTi,0.09938333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,30.0,,,,
496,HfZrTaTiMo,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1600000000.0,,10.18,,,,,,
497,HfZrTaTiMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,1600000000.0,,,5315394000.0,,,1743000000.0,,
498,HfZrTaTiMo,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,,,,,,,,,
499,HfZrTaTiMo,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,19.0,1045000000.0,,,,,,1446000000.0,,
500,HfZrTaTiMo,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,855000000.0,,10.18,,,,,,
501,HfZrTaTiMo,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,404000000.0,,10.18,,,,,,
502,HfZrTaTiNb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.552,,,,,,,
503,HfZrTaTiNb,0.09766666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,88900000000.0
504,HfZrTaTiNb,0.09866666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,929000000.0,,9.89,,,,,,
505,HfZrTaTiNb,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,3775695000.0,7.9,1900000000.0,,,
506,HfZrTaTiNb,0.09933333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,4266045000.0,3.35,1157500000.0,,,
507,HfZrTaTiNb,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,4962342000.0,,,,,
508,HfZrTaTiNb,0.09933333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,2291569000.0,,,,,
509,HfZrTaTiNb,0.09933333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,929000000.0,,,,,,,,
510,HfZrTaTiNb,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,3589362000.0,4.7,1202000000.0,,1295000000.0,
511,HfZrTaTiNb,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,3236310000.0,11.6,1135312500.0,,1169894444.4444444,
512,HfZrTaTiNb,0.09933333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,1438000000.0,,,91500000000.0
513,HfZrTaTiNb,0.09933333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,1113428571.4285715,,,99850000000.0
514,HfZrTaTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,970750000.0,,,3233041000.0,9.15,886600000.0,,921800000.0,66333333333.333336
515,HfZrTaTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,3830000000.0,,,,,
516,HfZrTaTiNb,0.09938333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,12.2,,,,
517,HfZrTaTiNb,0.10433333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,88600000000.0
518,HfZrTaTiNb,0.111,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,88400000000.0
519,HfZrTaTiNb,0.11766666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,88100000000.0
520,HfZrTaTiNb,0.12433333333333332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,87900000000.0
521,HfZrTaTiNb,0.131,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,87700000000.0
522,HfZrTaTiNb,0.13766666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,87500000000.0
523,HfZrTaTiNb,0.14433333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,87300000000.0
524,HfZrTaTiNb,0.151,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,87100000000.0
525,HfZrTaTiNb,0.15766666666666665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,86900000000.0
526,HfZrTaTiNb,0.16433333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,86700000000.0
527,HfZrTaTiNb,0.17099999999999999,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,86500000000.0
528,HfZrTaTiNb,0.17766666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,86300000000.0
529,HfZrTaTiNb,0.18433333333333332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,86100000000.0
530,HfZrTaTiNb,0.191,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,85800000000.0
531,HfZrTaTiNb,0.19766666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,85500000000.0
532,HfZrTaTiNb,0.20433333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,85200000000.0
533,HfZrTaTiNb,0.211,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,84900000000.0
534,HfZrTaTiNb,0.21766666666666665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,84500000000.0
535,HfZrTaTiNb,0.22433333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,790000000.0,,,,,,,,
536,HfZrTaTiNb,0.22433333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,84200000000.0
537,HfZrTaTiNb,0.23099999999999998,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,83800000000.0
538,HfZrTaTiNb,0.23766666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,83500000000.0
539,HfZrTaTiNb,0.24433333333333332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,83100000000.0
540,HfZrTaTiNb,0.251,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,82700000000.0
541,HfZrTaTiNb,0.25766666666666665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,82300000000.0
542,HfZrTaTiNb,0.2643333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,81900000000.0
543,HfZrTaTiNb,0.271,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,81600000000.0
544,HfZrTaTiNb,0.2776666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,81300000000.0
545,HfZrTaTiNb,0.2843333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,81000000000.0
546,HfZrTaTiNb,0.291,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,675000000.0,,,,,,,,
547,HfZrTaTiNb,0.291,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,80700000000.0
548,HfZrTaTiNb,0.29766666666666663,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,80400000000.0
549,HfZrTaTiNb,0.30433333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,80200000000.0
550,HfZrTaTiNb,0.311,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,80000000000.0
551,HfZrTaTiNb,0.31766666666666665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,79800000000.0
552,HfZrTaTiNb,0.3243333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,79600000000.0
553,HfZrTaTiNb,0.331,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,79300000000.0
554,HfZrTaTiNb,0.33766666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,79000000000.0
555,HfZrTaTiNb,0.3443333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,78700000000.0
556,HfZrTaTiNb,0.351,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,78400000000.0
557,HfZrTaTiNb,0.35766666666666663,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,535000000.0,,,,,,,,
558,HfZrTaTiNb,0.35766666666666663,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,78100000000.0
559,HfZrTaTiNb,0.36433333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,77700000000.0
560,HfZrTaTiNb,0.371,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,77400000000.0
561,HfZrTaTiNb,0.42433333333333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,295000000.0,,9.89,,,,,,
562,HfZrTaTiNb,0.491,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,92000000.0,,9.89,,,,,,
563,HfZrTaTiNbAl,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,21.0,1489000000.0,,,4324887000.0,,,1900000000.0,,103000000000.0
564,HfZrTaTiNbMo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.073,,,,,,,
565,HfZrTaTiNbMo,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1512000000.0,,9.93,,,,,,
566,HfZrTaTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,1512000000.0,,,4952535000.0,,,1800000000.0,,115000000000.0
567,HfZrTaTiNbMo,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,,,,,,,,,
568,HfZrTaTiNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,23.0,1007000000.0,,,,,,,,
569,HfZrTaTiNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,814000000.0,,9.93,,,,,,
570,HfZrTaTiNbMo,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,556000000.0,,9.93,,,,,,
571,HfZrTaTiNbMoW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,15.5,1637000000.0,,,,,,,,
572,HfZrTaTiNbMoW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,1065000000.0,,,,,,,,
573,HfZrTaTiNbMoW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,736000000.0,,,,,,,,
574,HfZrTaTiNbMoW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,703000000.0,,,,,,,,
575,HfZrTaTiNbW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,26.3,1550000000.0,,,,,,,,
576,HfZrTaTiNbW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,577000000.0,,,,,,,,
577,HfZrTaTiNbW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,409000000.0,,,,,,,,
578,HfZrTaTiNbW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,35.0,345000000.0,,,,,,,,
579,HfZrTi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,17.0,773000000.0,,,2069277000.0,,,,,
580,HfZrTiNb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.6519999999999997,,,,,,,
581,HfZrTiNb,0.091,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,69700000000.0
582,HfZrTiNb,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,3347456000.0,,,,,
583,HfZrTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,52.0,1000000000.0,,,3442257000.0,,879000000.0,,969000000.0,
584,HfZrTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,14.9,,,,
585,HfZrTiNb,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,37.0,,,,
586,HfZrTiNb,0.09938333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,40.0,,,,
587,HfZrTiNb,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,51.0,303000000.0,,,,,,,,
588,HfZrTiNb,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,51.0,154000000.0,,,,,,,,
589,HfZrTiNb3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.531,,,,,,,
590,HfZrTiNbCr,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,3.0,1375000000.0,,,,,,2130000000.0,,
591,HfZrTiNbCr,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,4.2,1381750000.0,,,4624000000.0,,,1850750000.0,,
592,HfZrTiNbMo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.088,,,,,,,
593,HfZrTiNbMo,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1575000000.0,,8.68,,,,,,
594,HfZrTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,15.0,1596333333.3333333,,8.68,,,,1803000000.0,,
595,HfZrTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,9.0,1575000000.0,,,,,,1640000000.0,,
596,HfZrTiNbMo,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.1,,,,,,,,,
597,HfZrTiNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,829000000.0,,,,,,,,
598,HfZrTiNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,825000000.0,,,,,,1095000000.0,,
599,HfZrTiNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,678000000.0,,8.68,,,,,,
600,HfZrTiNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,635000000.0,,,,,,654000000.0,,
601,HfZrTiNbMo,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,244000000.0,,8.68,,,,,,
602,HfZrTiNbMo,0.491,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,187000000.0,,,,,,194000000.0,,
603,HfZrTiNbV,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.569,,,,,,,
604,HfZrTiNbV,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,29.6,1170000000.0,,,,,,1463000000.0,,
605,HfZrTiNbV,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,30.0,1171000000.0,,,3843333333.3333335,,,1410666666.6666667,,
606,HfZrTiNbV,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1157000000.0,,,3805000000.0,,,1468000000.0,,
607,Li0.5Mg0.5Al8Zn0.5Cu0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,17.0,488000000.0,,,,,,879000000.0,,
608,MgAl13ZnCrCuSi3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,490000000.0,,3.06,,,,,,78400000000.0
609,MgAl13ZnCuSi3Ni,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,534000000.0,,3.15,,,,,,107800000000.0
610,MgAl13ZnFeCuSi3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,422000000.0,,3.08,,,,,,88700000000.0
611,MgMnAl13ZnCuSi3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,622000000.0,,2.98,,,,,,114100000000.0
612,MgZrAl13ZnCuSi3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,4.0,565000000.0,,3.06,,,,,,105100000000.0
613,Mn0.2Cr0.2Fe0.2Co0.2Ni0.2,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,57.5,386200000.0,,666300000.0,
614,Mn0.2Cr1Fe1Co1Ni1Pd1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,50.0,650000000.0,,,4609290000.0,,,,,
615,Mn0.4Cr1Fe1Co1Ni1Pd1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,46.0,650000000.0,,,3726660000.0,,,,,
616,Mn0.6Cr1Fe1Co1Ni1Pd1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,42.0,650000000.0,,,1765260000.0,,,,,
617,Mn0.8Cr1Fe1Co1Ni1Pd1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,35.0,650000000.0,,,1569120000.0,,,,,
618,Mn16.8Al16Cr16.8Fe16.8Co16.8Ni16.8,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,5246745000.0,,,,,
619,Mn16.8Cr16.8Fe16.8Co16.8Ni16.8Mo16,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,765000000.0,,,,,,,,
620,Mn17.2Al13.9Cr17.2Fe17.2Co17.2Ni17.2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,5285973000.0,,,,,
621,Mn17.4Al13Cr17.4Fe17.4Co17.4Ni17.4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,5197710000.0,,,,,
622,Mn17.6Al12Cr17.6Fe17.6Co17.6Ni17.6,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,4766202000.0,,,,,
623,Mn17.6Cr17.6Fe17.6Co17.6Ni17.6Mo12,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,560000000.0,,,,,,,,
624,Mn17.8Al11Cr17.8Fe17.8Co17.8Ni17.8,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,3971835000.0,,,,,
625,Mn17Al15Cr17Fe17(CoNi)17,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,5227131000.0,,,,,
626,Mn17V13Cr17Fe17(CoNi)17,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,8.0,780000000.0,,,,,,,,
627,Mn18.2Al8.9Cr18.2Fe18.2Co18.2Ni18.2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2157540000.0,,,,,
628,Mn18.4Al7.9Cr18.4Fe18.4Co18.4Ni18.4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,1794681000.0,,,,,
629,Mn18.4Cr18.4Fe18.4Co18.4Ni18.4Mo8,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,330000000.0,,,,,,,,
630,Mn18.6Al7.1Cr18.6Fe18.6Co18.6Ni18.6,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1784873999.9999995,,,,,
631,Mn18Al10.1Cr18Fe18Co18Ni18,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2726346000.0,,,,,
632,Mn19.1Cr19.9Fe19.5Co20.6Ni20.9,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,46.2,270000000.0,,630000000.0,
633,Mn19.1Cr19.9Fe19.5Co20.6Ni20.9,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,40.2,425000000.0,,735000000.0,
634,Mn19.1Cr19.9Fe19.5Co20.6Ni20.9,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1.1,1290000000.0,,1415000000.0,
635,Mn19.1Cr19.9Fe19.5Co20.6Ni20.9,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,16.75,860000000.0,,1037500000.0,
636,Mn19.2Al3.8Cr19.2Fe19.2Co19.2Ni19.2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1676996999.9999998,,,,,
637,Mn19.2Cr19.2Fe19.2Co19.2Ni19.2Mo4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,225000000.0,,,,,,,,
638,Mn19.6Al2Cr19.6Fe19.6Co19.6Ni19.6,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1765260000.0,,,,,
639,Mn19V5Cr19Fe19(CoNi)19,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,75.0,200000000.0,,,,,,,,
640,Mn1Al0.1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1765260000.0,,,,,
641,Mn1Al0.1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1631000000.0,,,4236624000.0,,,,,
